document,topic
Year report from our president este_tapias CKAAGA2015 ClimateKIC AngelaHowarthCK AnastNiko EITalumni,0
234 startups from 25 European countries are in the running for EIT_Digital Challenge 2016 via PRWeb,1
"What did our team from CERTHellas &amp; Musimap do to produce popularity-oriented results for artists, tracks &amp; genres? Check our latest blogpost🔗 FuturePulse digitalmusicnws EUeic dmwnews MusicTechMag midem EUScienceInnov DSMeu",1
L'occasion parfaite pour discuter innovation dans le nucléaire et mobilité internationale avec les équipes en charge du Master EMINE d'InnoEnergyEU Phelma_ecole ! 🎓,1
1st ever MOOC on E-waste open NOW for registration w ASteiner video intro ClimateKIC unep,-1
"Cheap battery storage means it's becoming easier to adjust electricity supply from wind and solar to global demand, even when there's no wind nor sun 😎🌞🌬️♻️⚡️🔌 renewables EnergyStorage Sustainability Via ClimateKIC DailyPlanet",-1
Tomorrow morning is your chance to hear ClimateKIC circleeconomy EU_ENV govSlovenia + ICLEI_Europe discuss how circulareconomy can be part of distributing value more fairly in the economy even in a time of crisis!,0
The EITCommunity at a glance: ☑ 1000+ Leading Partners ☑ 2000+ Business Ideas ☑ 300+ Innovative Start-ups ➡ Innovation Business Startups Technology,1
Nederlandse Scaleup Quantoz een van de beste Fintech scaleups van Europa. Quantoz EIT_Digital,-1
"European deep tech startups you can win international growth support with EIT_Digital Startup Contest - Deadline for submission : June 14, 2018",1
RT CKICNordic: Would you like to learn how sustainability science + research relates to business creation and entrepreneurship? Apply for the ClimateJourney18 by 18 February! greenbiz summerschool Sustain_UCPH ClimateAal…,0
"At EITeu ClimateKIC, we are working to re-wire finance via systems innovation. Our COP24 EU Pavillion events will explore the public sector's potential to catalyse increases in the development &amp; adoption of cleantech. MissionFinance EUClimateAction EUeventsCOP24 COP24",0
"jaripilati intervista Kirsten Dunlop, CEO ClimateKIC CKCIS17 What wonferful news: StayTuned",0
"visionscotmag TheScotsman Lawscot lornabjack ffworkscot The_IoD ZeroWasteScot IainGulland BrodiesLLP DeloitteUK AAB_Accountants ScotlandsTowns AcumenFP BITCScotland Thank you visionscotmag and TheScotsman. Aye, well. Very nice, but a whole lot of what we are involved in is threatened by the clusterbourach brexit. Isn’t it ClimateKIC_UKI HubClimate EdCentreCC RichardLochhead?",0
EBA in Sweden. Peter Carlsson Northvolt presents the needs for batteries. angstromABC northvolt Energi_mynd InnoEnergyEU,2
"Participants from 4 different continents attending our Entrepreneurial University workshop at Amsterdam Science Park now, including EITalumni Deakin AUTuni QatarUniversity univ_indonesia UKZN UniOulu HFT_Presse",1
ColinJ_Keogh EITeu TCDTangent EITHealth_UKI HSELive tcddublin DavidPollardIRL nnovick KenFinnegan EIT_iDay Big thank to you and DavidPollardIRL for facilitating!! And have a fab fab day tomorrow!!,1
EITRawMaterials AMCO Project on Automated Microscopic Characterisation of Ores meeting at cobrelascruces UniversiteLiege La_UPM Our innovative ore microscopy technique is coming closer to the market,3
Join InnoEnergyEU and EnergySystemsIG with industry expert LienSchepdael for an engaging live webinar on how you can adopt the right mindset to leverage your business in the energy market. Register here -,2
NEFCO is co-hosting the Nordic Finance Day 2 at COP23 - Tuesday 10-11.30 with nordicsolutions cop23 at the Nordic Pavilion Kommuninvest ClimateKIC CKICNordic c40cities CDP ClimateBonds Kerrclimate NefcoNordic nordenen EURACTIV ClimateSusanne,-1
"Innovators mobilised for EITeu Information Day in Brussels.The EIT Information Day was held for the 2018 Call for Proposals for two new Innovation Communities, EIT UrbanMobility and EIT Manufacturing. More via Connector: bleddyn_rees JulienVenne",1
Last day of Geometallurgy Short Course EITRawMaterials UniversiteLiege M Reuter sharing perspectives for efficient metal recycling UNEP,3
"Are you safely home? EITeducation programmes not only educate🎓 students👩‍🎓, but also show what to do and how to solve real life problems and GlobalChallenges. Take advantage of this &amp; develop your skills with an EITCommunity online course➡️",1
Empowering women to take positions of leadership will ensure the success of businesses EITawards EITcommunity EIT_Food EITeu,1
"EIT_Digital Challenge is looking for fast-growing European 'deep tech' companies, handing out 350k in prizes deeptech Europe EU Digital TechNews startup startups startupnews entrepreneur business TechnologyNews",1
Our partner at beBerlin Smart city EIT_Digital SCEWC15,1
How does our hybrid solar panel work? Find it out at TBB2017 by InnoEnergyEU solarenergy solarpanel energy,2
ClimateKIC WitracRTLS LexingtonBC Great Job! Congratulations WitracRTLS for making the list! Awesome work supporting them ClimateKIC. We love hearing stories like this! Innovations,0
Such a Nice view on the City or Paris climatejourney18 ClimateKIC,0
DigitAlumni See you there cKIC_Alumni ClimateKIC,0
"A new investment framework can help investors quantify the impact of their emissions-saving investments. The tool can help significantly accelerate the low carbon transition: Pamlin, 21st century frontiers. ClimateKIC Enviro_Finance",0
WHAT'S UP? News from scaleups supported by EITDigitalAccel,1
"One aim for EITManufactur is to act like a one stop shop for innovation, something VolvoGroupSE sees as a great opportunity. They wish for a good bridge between research and industrial production. EITmanufacturing EIT innovation business education chalmers",1
Congratulations to urgenda - this is pretty incredible. The Dutch Government are now legally obliged to protect its people from the climate crisis. Was an honour to hear marjanminnesma speak at ClimateKIC last month 🙌,0
Important lateral thinking linking solar energy and sustainable wildlife. ClimateKIC,0
cKIC_Alumni: Refugee Ideation Workshop from CKAA! refugeecrisis refugeesolution WM_RIC impacthubzurich EITeu,-1
World's most water tight unit - check it out InnoEnergyEU Intersolar A3 240 Intersolar2017 BeONenergy,0
Looking forward welcoming you at the EITeu 🇪🇺- Nasdaq Stockholm event of tomorrow! Powering unicorns 🦄,1
"Such amazing 2 days in Budapest! What a great honor not only to be among the nominees of the EITAwards, but actually among the winners! Our CEO, KBeronius, won the 2nd place of the EIT Woman Award 2019 and we, at Addressya, couldn’t be prouder! Thank you EIT_Digital! INNOVEIT",1
¿Tienes una empresa de rápido crecimiento basada en tecnología digital? Esta es tu convocatoria 👇 EITDigitalAccel,1
"The accidental history of Niantic’s Pokémon Go, as told by John Hanke via EITeu",1
"⚡️ We're thrilled to announce that 4 EITeu ClimateKIC community members have been nominated for EITAwards: Michael Dittel, LeafTech_twitt, Luca Giovannini, DEDAGROUP_ICT, David Pistoni, zeleros and Anastasia Hofmann, KITRO_FoodWaste. Vote for them:",-1
TNavracsicsEU languagesdude EUErasmusPlus EuropeanYouthEU EITeu EU_ScienceHub MSCActions SenatoreMonti liandersson EU2019FI eTwinningEurope The EU must discourage certain countries whose languages are widely learned &amp; promoted in home country of student including huge gov investment from proposing/selling EUErasmusPlus programmes in English to Irish and others ....,1
Innovators meet up in Budapest EITeu today follow the stream,1
Faculty AntwMgtSchool omohout in the jury of ClimateLaunchpad 2015 ClimateLaunch ClimateKIC cleantech BeTech,0
"➡️ COP25CL – 2/13 December, Madrid 🇪🇸 Many GACSA Members will hold SideEvents. Click the videocalendar 🗓️ below see the scheduling! Refugees wbcsd CIFOR ICRAF ClimateKIC DanishMFA DutchMFA CTABrussels CATIEOficial USDA_ERS GACSAatCOP25",-1
RT ClimateKICItaly: Il Programma Certified Professional di ClimateKIC ti aiuta a certificare con uno standard europeo le tue competenze imprenditoriali. Invia la tua candidatura gratuitamente entro il 30 giugno 2018.,0
"""In Italia non crediamo nei nostri giovani e nei nostri imprenditori. Sono in molti a chiedermi perchè?"" MBP1961 ITD16 EIT_Digital",1
Congrats to the winners of Frankfurt climathon from CKICNordic,0
Hemos participado en la presentación del EITeu CrossKICSpain hoy en Forinvest de València. ➕➕ Sumar nos hace siempre mejores 👇,1
5 percent of electricity generated is used in data centres! According to Swiss Vault at ClimateLaunch ClimateKIC EdCentreCC CLP18 . I had no idea. Astounding.,0
Twingz war Teil der 1. Runde des MunichRE ERGO SideCall im ClimateKIC Accelerator Jetzt für den 3. Batch bewerben: €95k noequity. Deadline: 29.07.18.,0
Great discussions with LvNistelrooij EvaKaili Franc_Bogovic TomZdechovskyEP PaulRuebig in Strasbourg on future of innovation and how EITCommunity can power more entrepreneurs across Europe!,1
"Farewell speech of John (Hans Joachim) Schellnhuber, former Chair of the Governing Board of Association ClimateKIC",0
L'Europa della ricerca! EU_ScienceHub M_Vespe EITeu europainitalia ForumNGiovani AgenziaGiovani,1
"Great to read! ""Even though you should start small, you must think big from the beginning""! weareKONUX EIT_Digital",1
"Ed_Miliband Hope it's going well! Don't know if you got my email re: speaking to us at ClimateKIC one day, would be great to have you!",0
"AI braucht solide Fachkräftebasis. Es wird nicht weniger Arbeitsplätze geben, aber haben wir die richtig ausgebildeten Fachkräfte, das ist die entscheidende Frage. Angela Merkel digitisingEU. EITeu arbeitet genau in diesem Bereich.",1
REVYEnvironment Participated in HelloScienceIO organised by jaagarnaut novozymes grundfos on 27th Feb at Bangalore under collaboration with CCAMP_Bangalore CKICNordic. BIRAC_2012 venture_center Villgro gsbtm IIMCIP ZoneStartUpsIn startupindia STBI_DSTGoG YESBANK,0
Discussing a way forward for Valletta as a SmartSustainableDistrict with ChristophMazur ClimateKIC Valletta Malta environment,0
This week’s ten biggest climate innovation stories - 24 May - Daily Planet via WYeates ClimateKIC AndersWijkman andersegelrud mattiasgoldmann BarrySheerman sampweaver usmayors EU_CoR EURACTIV innovation for climateaction ICLEI_advocacy,-1
"EU behind US in energystorage, needs tough targets: investor Peter Carlsson ex-Tesla SonjaVanRenssen InnoEnergyEU",2
Hemel Hempstead set to welcome 'world's most sustainable residential tower' miljobloggen EurActiv ClimateKIC...,-1
Best medical reports and best coffee at medicusai booth 15F42 at Medica2018 :) winner of the EIT_Digital Challenge 2018,1
Congrats from CKICNordic. We look forward to coaching you and bringing your idea further,0
Swedish marine energy developer and InnoEnergyEU supported start-up MinestoAB has received a 1.17 million euro grant from the Swedish Energy Agency. Read more: Tidalpower EITeu InnoEnergyIB InnoEnergyFR InnoEnergyBN InnoEnergyCE InnoEnergy_S,2
Learning from each other. Nieder-Olm goes ClimateKIC CKCIS2016 NKI,0
Absolut. Det blev tydeligt illustreret af AnnaDenell Vasakronan på the Green Finance Workshop. Se via ckicnordic,-1
"Las Jornadas Castelló Renova-t, que se celebrarán los días 15 y 31 de octubre en Castellón y girarán en torno a las EnergíasRenovables y... EnergíaGeotérmica Formación Fundacionf2e ArquitectosCTAC EITeu NaturgyClientEs UJI_noticies",0
"The webinar hosted by ugent &amp; BusiSource project is now available online. Learn about the challenges related to better WEEE management ♻️ and how it can be achieved in organisations, with a specific focus on Belgium. EITeu EITRawMaterialsProject",1
European Companies Leading on Cleantech Revenues via ClimateKIC,0
.GreenOslo2019 is the frontrunner city. CKICNordic is delighted to run a project financed by nordicinno on zeroemission construction sites engaging the other Nordic capital cities of koebenhavner Stockholmsstad &amp; HelsinkiSmart MiljoHeidi bellona COP24 AndersVJensen,0
"ClimateKIC NAP_Network tommitchell_kic Build a portfolio approach to adaptation, with learning at the forefront. Private &amp; public finance are blended with the systemic shift - tommitchell_kic DCDays19",0
